Wavelength (Angstroms), Normalized intensity, Element
7771.524, 9834, 
7771.526, 9834, 
7771.528, 9834, 
7771.53, 9833, 
7771.532, 9832, 
7771.534, 9832, 
7771.536, 9831, 
7771.538, 9830, 
7771.54, 9829, 
7771.542, 9829, 
7771.544, 9828, 
7771.546, 9828, 
7771.548, 9827, 
7771.55, 9826, 
7771.552, 9825, 
7771.554, 9825, 
7771.556, 9824, 
7771.558, 9823, 
7771.56, 9823, 
7771.562, 9822, 
7771.564, 9821, 
7771.566, 9819, 
7771.568, 9818, 
7771.57, 9817, 
7771.572, 9816, 
7771.574, 9814, 
7771.576, 9813, 
7771.578, 9812, 
7771.58, 9811, 
7771.582, 9810, 
7771.584, 9808, 
7771.586, 9806, 
7771.588, 9804, 
7771.59, 9803, 
7771.592, 9801, 
7771.594, 9799, 
7771.596, 9797, 
7771.598, 9795, 
7771.6, 9793, 
7771.602, 9791, 
7771.604, 9788, 
7771.606, 9786, 
7771.608, 9784, 
7771.61, 9780, 
7771.612, 9778, 
7771.614, 9775, 
7771.616, 9772, 
7771.618, 9769, 
7771.62, 9766, 
7771.622, 9763, 
7771.624, 9760, 
7771.626, 9758, 
7771.628, 9754, 
7771.63, 9751, 
7771.632, 9749, 
7771.634, 9746, 
7771.636, 9742, 
7771.638, 9739, 
7771.64, 9735, 
7771.642, 9732, 
7771.644, 9728, 
7771.646, 9724, 
7771.648, 9721, 
7771.65, 9717, 
7771.652, 9714, 
7771.654, 9710, 
7771.656, 9706, 
7771.658, 9702, 
7771.66, 9698, 
7771.662, 9695, 
7771.664, 9691, 
7771.666, 9687, 
7771.668, 9683, 
7771.67, 9679, 
7771.672, 9675, 
7771.674, 9673, 
7771.676, 9670, 
7771.678, 9666, 
7771.68, 9662, 
7771.682, 9658, 
7771.684, 9654, 
7771.686, 9651, 
7771.688, 9647, 
7771.69, 9643, 
7771.692, 9639, 
7771.694, 9635, 
7771.696, 9631, 
7771.698, 9627, 
7771.7, 9623, 
7771.702, 9619, 
7771.704, 9614, 
7771.706, 9610, 
7771.708, 9605, 
7771.71, 9600, 
7771.712, 9597, 
7771.714, 9592, 
7771.716, 9587, 
7771.718, 9581, 
7771.72, 9576, 
7771.722, 9571, 
7771.724, 9565, 
7771.726, 9559, 
7771.728, 9552, 
7771.73, 9545, 
7771.732, 9538, 
7771.734, 9530, 
7771.736, 9523, 
7771.738, 9515, 
7771.74, 9507, 
7771.742, 9499, 
7771.744, 9490, 
7771.746, 9480, 
7771.748, 9470, 
7771.75, 9459, 
7771.752, 9448, 
7771.754, 9437, 
7771.756, 9425, 
7771.758, 9415, 
7771.76, 9402, 
7771.762, 9389, 
7771.764, 9375, 
7771.766, 9359, 
7771.768, 9343, 
7771.77, 9326, 
7771.772, 9309, 
7771.774, 9291, 
7771.776, 9271, 
7771.778, 9253, 
7771.78, 9234, 
7771.782, 9213, 
7771.784, 9191, 
7771.786, 9168, 
7771.788, 9145, 
7771.79, 9122, 
7771.792, 9099, 
7771.794, 9077, 
7771.796, 9053, 
7771.798, 9029, 
7771.8, 9004, 
7771.802, 8978, 
7771.804, 8951, 
7771.806, 8923, 
7771.808, 8895, 
7771.81, 8866, 
7771.812, 8835, 
7771.814, 8805, 
7771.816, 8775, 
7771.818, 8744, 
7771.82, 8710, 
7771.822, 8678, 
7771.824, 8646, 
7771.826, 8612, 
7771.828, 8580, 
7771.83, 8546, 
7771.832, 8513, 
7771.834, 8481, 
7771.836, 8448, 
7771.838, 8415, 
7771.84, 8381, 
7771.842, 8347, 
7771.844, 8312, 
7771.846, 8275, 
7771.848, 8238, 
7771.85, 8199, 
7771.852, 8161, 
7771.854, 8121, 
7771.856, 8080, 
7771.858, 8042, 
7771.86, 8002, 
7771.862, 7963, 
7771.864, 7926, 
7771.866, 7887, 
7771.868, 7848, 
7771.87, 7809, 
7771.872, 7770, 
7771.874, 7732, 
7771.876, 7693, 
7771.878, 7655, 
7771.88, 7618, 
7771.882, 7579, 
7771.884, 7540, 
7771.886, 7500, 
7771.888, 7460, 
7771.89, 7419, 
7771.892, 7380, 
7771.894, 7340, 
7771.896, 7301, 
7771.898, 7263, 
7771.9, 7223, 
7771.902, 7187, 
7771.904, 7150, 
7771.906, 7113, 
7771.908, 7079, 
7771.91, 7044, 
7771.912, 7010, 
7771.914, 6977, 
7771.916, 6944, 
7771.918, 6911, 
7771.92, 6880, 
7771.922, 6851, 
7771.924, 6823, 
7771.926, 6795, 
7771.928, 6770, 
7771.93, 6745, 
7771.932, 6722, 
7771.934, 6700, 
7771.936, 6680, 
7771.938, 6662, 
7771.94, 6644, 
7771.942, 6627, 
7771.944, 6611, 
7771.946, 6597, 
7771.948, 6585, 
7771.95, 6574, 
7771.952, 6565, 
7771.954, 6557, 
7771.956, 6551, 
7771.958, 6547, 
7771.96, 6544, 
7771.962, 6543, 
7771.964, 6544, 
7771.966, 6546, 
7771.968, 6551, 
7771.97, 6557, 
7771.972, 6565, 
7771.974, 6574, 
7771.976, 6585, 
7771.978, 6600, 
7771.98, 6614, 
7771.982, 6632, 
7771.984, 6649, 
7771.986, 6668, 
7771.988, 6690, 
7771.99, 6712, 
7771.992, 6738, 
7771.994, 6765, 
7771.996, 6793, 
7771.998, 6823, 
7772.0, 6852, 
7772.002, 6886, 
7772.004, 6920, 
7772.006, 6955, 
7772.008, 6993, 
7772.01, 7031, 
7772.012, 7069, 
7772.014, 7110, 
7772.016, 7151, 
7772.018, 7194, 
7772.02, 7237, 
7772.022, 7280, 
7772.024, 7327, 
7772.026, 7373, 
7772.028, 7420, 
7772.03, 7470, 
7772.032, 7520, 
7772.034, 7570, 
7772.036, 7619, 
7772.038, 7669, 
7772.04, 7717, 
7772.042, 7765, 
7772.044, 7812, 
7772.046, 7858, 
7772.048, 7904, 
7772.05, 7948, 
7772.052, 7993, 
7772.054, 8040, 
7772.056, 8086, 
7772.058, 8132, 
7772.06, 8177, 
7772.062, 8223, 
7772.064, 8269, 
7772.066, 8313, 
7772.068, 8358, 
7772.07, 8401, 
7772.072, 8444, 
7772.074, 8488, 
7772.076, 8528, 
7772.078, 8568, 
7772.08, 8607, 
7772.082, 8643, 
7772.084, 8680, 
7772.086, 8715, 
7772.088, 8747, 
7772.09, 8780, 
7772.092, 8814, 
7772.094, 8846, 
7772.096, 8878, 
7772.098, 8909, 
7772.1, 8939, 
7772.102, 8968, 
7772.104, 8996, 
7772.106, 9023, 
7772.108, 9048, 
7772.11, 9073, 
7772.112, 9098, 
7772.114, 9123, 
7772.116, 9148, 
7772.118, 9172, 
7772.12, 9192, 
7772.122, 9214, 
7772.124, 9232, 
7772.126, 9252, 
7772.128, 9271, 
7772.13, 9289, 
7772.132, 9307, 
7772.134, 9325, 
7772.136, 9341, 
7772.138, 9358, 
7772.14, 9373, 
7772.142, 9388, 
7772.144, 9403, 
7772.146, 9416, 
7772.148, 9429, 
7772.15, 9442, 
7772.152, 9456, 
7772.154, 9469, 
7772.156, 9482, 
7772.158, 9494, 
7772.16, 9504, 
7772.162, 9515, 
7772.164, 9525, 
7772.166, 9536, 
7772.168, 9546, 
7772.17, 9556, 
7772.172, 9565, 
7772.174, 9574, 
7772.176, 9583, 
7772.178, 9592, 
7772.18, 9600, 
7772.182, 9608, 
7772.184, 9616, 
7772.186, 9623, 
7772.188, 9630, 
7772.19, 9637, 
7772.192, 9644, 
7772.194, 9652, 
7772.196, 9658, 
7772.198, 9664, 
7772.2, 9670, 
7772.202, 9675, 
7772.204, 9680, 
7772.206, 9686, 
7772.208, 9691, 
7772.21, 9696, 
7772.212, 9700, 
7772.214, 9705, 
7772.216, 9710, 
7772.218, 9714, 
7772.22, 9719, 
7772.222, 9723, 
7772.224, 9727, 
7772.226, 9731, 
7772.228, 9735, 
7772.23, 9739, 
7772.232, 9742, 
7772.234, 9745, 
7772.236, 9748, 
7772.238, 9752, 
7772.24, 9755, 
7772.242, 9758, 
7772.244, 9761, 
7772.246, 9764, 
7772.248, 9767, 
7772.25, 9769, 
7772.252, 9773, 
7772.254, 9775, 
7772.256, 9777, 
7772.258, 9779, 
7772.26, 9782, 
7772.262, 9784, 
7772.264, 9786, 
7772.266, 9788, 
7772.268, 9790, 
7772.27, 9792, 
7772.272, 9793, 
7772.274, 9795, 
7772.276, 9797, 
7772.278, 9798, 
7772.28, 9800, 
7772.282, 9801, 
7772.284, 9802, 
7772.286, 9804, 
7772.288, 9805, 
7772.29, 9807, 
7772.292, 9808, 
7772.294, 9809, 
7772.296, 9810, 
7772.298, 9812, 
7772.3, 9813, 
7772.302, 9814, 
7772.304, 9815, 
7772.306, 9816, 
7772.308, 9817, 
7772.31, 9818, 
7772.312, 9819, 
7772.314, 9820, 
7772.316, 9821, 
7772.318, 9822, 
7772.32, 9823, 
7772.322, 9824, 
7772.324, 9825, 
7772.326, 9826, 
7772.328, 9827, 
7772.33, 9828, 
7772.332, 9829, 
7772.334, 9830, 
7772.336, 9831, 
7772.338, 9832, 
7772.34, 9833, 
7772.342, 9833, 
7772.344, 9834, 
7772.346, 9835, 
7772.348, 9836, 
7772.35, 9836, 
7772.352, 9837, 
7772.354, 9838, 
7772.356, 9839, 
7772.358, 9840, 
7772.36, 9841, 
7772.362, 9841, 
7772.364, 9842, 
7772.366, 9843, 
7772.368, 9843, 
7772.37, 9844, 
7772.372, 9844, 
7772.374, 9845, 
7772.376, 9846, 
7772.378, 9847, 
7772.38, 9848, 
7772.382, 9848, 
7772.384, 9849, 
7772.386, 9850, 
7772.388, 9850, 
7772.39, 9851, 
7772.392, 9852, 
7772.394, 9852, 
7772.396, 9853, 
7772.398, 9854, 
7772.4, 9855, 
7772.402, 9855, 
7772.404, 9856, 
7772.406, 9856, 
7772.408, 9856, 
7772.41, 9857, 
7772.412, 9858, 
7772.414, 9858, 
7772.416, 9859, 
7772.418, 9859, 
7772.42, 9860, 
7772.422, 9860, 
7772.424, 9861, 
7772.426, 9861, 
7772.428, 9862, 
7772.43, 9862, 
7772.432, 9863, 
7772.434, 9863, 
7772.436, 9864, 
7772.438, 9864, 
7772.44, 9864, 
7772.442, 9865, 
7772.444, 9865, 
7772.446, 9866, 
7772.448, 9866, 
7772.45, 9867, 
7772.452, 9867, 
7772.454, 9867, 
7772.456, 9867, 
7772.458, 9867, 
7772.46, 9867, 
7772.462, 9867, 
7772.464, 9867, 
7772.466, 9867, 
7772.468, 9867, 
7772.47, 9866, 
7772.472, 9866, 
7772.474, 9866, 
7772.476, 9865, 
7772.478, 9864, 
7772.48, 9862, 
7772.482, 9861, 
7772.484, 9860, 
7772.486, 9859, 
7772.488, 9858, 
7772.49, 9857, 
7772.492, 9856, 
7772.494, 9855, 
7772.496, 9854, 
7772.498, 9853, 
7772.5, 9851, 
7772.502, 9849, 
7772.504, 9848, 
7772.506, 9846, 
7772.508, 9844, 
7772.51, 9842, 
7772.512, 9841, 
7772.514, 9838, 
7772.516, 9836, 
7772.518, 9834, 
7772.52, 9832, 
7772.522, 9830, 
7772.524, 9827, 
7772.526, 9825, 
7772.528, 9822, 
7772.53, 9820, 
7772.532, 9817, 
7772.534, 9814, 
7772.536, 9812, 
7772.538, 9809, 
7772.54, 9806, 
7772.542, 9803, 
7772.544, 9800, 
7772.546, 9798, 
7772.548, 9795, 
7772.55, 9793, 
7772.552, 9790, 
7772.554, 9787, 
7772.556, 9785, 
7772.558, 9782, 
7772.56, 9779, 
7772.562, 9777, 
7772.564, 9774, 
7772.566, 9772, 
7772.568, 9770, 
7772.57, 9768, 
7772.572, 9766, 
7772.574, 9765, 
7772.576, 9764, 
7772.578, 9762, 
7772.58, 9761, 
7772.582, 9761, 
7772.584, 9760, 
7772.586, 9759, 
7772.588, 9759, 
7772.59, 9758, 
7772.592, 9757, 
7772.594, 9758, 
7772.596, 9758, 
7772.598, 9758, 
7772.6, 9759, 
7772.602, 9759, 
7772.604, 9760, 
7772.606, 9761, 
7772.608, 9761, 
7772.61, 9762, 
7772.612, 9763, 
7772.614, 9765, 
7772.616, 9766, 
7772.618, 9767, 
7772.62, 9769, 
7772.622, 9771, 
7772.624, 9772, 
7772.626, 9774, 
7772.628, 9776, 
7772.63, 9777, 
7772.632, 9779, 
7772.634, 9781, 
7772.636, 9783, 
7772.638, 9785, 
7772.64, 9787, 
7772.642, 9789, 
7772.644, 9791, 
7772.646, 9793, 
7772.648, 9794, 
7772.65, 9796, 
7772.652, 9798, 
7772.654, 9800, 
7772.656, 9802, 
7772.658, 9803, 
7772.66, 9805, 
7772.662, 9806, 
7772.664, 9808, 
7772.666, 9810, 
7772.668, 9811, 
7772.67, 9813, 
7772.672, 9814, 
7772.674, 9816, 
7772.676, 9817, 
7772.678, 9817, 
7772.68, 9818, 
7772.682, 9820, 
7772.684, 9821, 
7772.686, 9822, 
7772.688, 9824, 
7772.69, 9825, 
7772.692, 9826, 
7772.694, 9828, 
7772.696, 9829, 
7772.698, 9830, 
7772.7, 9832, 
7772.702, 9834, 
7772.704, 9835, 
7772.706, 9836, 
7772.708, 9838, 
7772.71, 9839, 
7772.712, 9840, 
7772.714, 9841, 
7772.716, 9843, 
7772.718, 9844, 
7772.72, 9845, 
7772.722, 9846, 
7772.724, 9847, 
7772.726, 9848, 
7772.728, 9849, 
7772.73, 9850, 
7772.732, 9851, 
7772.734, 9852, 
7772.736, 9853, 
7772.738, 9853, 
7772.74, 9854, 
7772.742, 9854, 
7772.744, 9855, 
7772.746, 9855, 
7772.748, 9856, 
7772.75, 9856, 
7772.752, 9856, 
7772.754, 9856, 
7772.756, 9856, 
7772.758, 9856, 
7772.76, 9856, 
7772.762, 9856, 
7772.764, 9856, 
7772.766, 9856, 
7772.768, 9856, 
7772.77, 9856, 
7772.772, 9856, 
7772.774, 9856, 
7772.776, 9856, 
7772.778, 9855, 
7772.78, 9854, 
7772.782, 9854, 
7772.784, 9853, 
7772.786, 9853, 
7772.788, 9852, 
7772.79, 9851, 
7772.792, 9851, 
7772.794, 9849, 
7772.796, 9849, 
7772.798, 9847, 
7772.8, 9847, 
7772.802, 9845, 
7772.804, 9844, 
7772.806, 9843, 
7772.808, 9843, 
7772.81, 9841, 
7772.812, 9841, 
7772.814, 9839, 
7772.816, 9838, 
7772.818, 9838, 
7772.82, 9837, 
7772.822, 9836, 
7772.824, 9834, 
7772.826, 9833, 
7772.828, 9832, 
7772.83, 9831, 
7772.832, 9830, 
7772.834, 9829, 
7772.836, 9828, 
7772.838, 9827, 
7772.84, 9826, 
7772.842, 9825, 
7772.844, 9824, 
7772.846, 9822, 
7772.848, 9821, 
7772.85, 9820, 
7772.852, 9819, 
7772.854, 9818, 
7772.856, 9817, 
7772.858, 9815, 
7772.86, 9814, 
7772.862, 9813, 
7772.864, 9812, 
7772.866, 9811, 
7772.868, 9810, 
7772.87, 9809, 
7772.872, 9808, 
7772.874, 9807, 
7772.876, 9807, 
7772.878, 9806, 
7772.88, 9805, 
7772.882, 9805, 
7772.884, 9805, 
7772.886, 9804, 
7772.888, 9803, 
7772.89, 9803, 
7772.892, 9803, 
7772.894, 9803, 
7772.896, 9803, 
7772.898, 9803, 
7772.9, 9803, 
7772.902, 9804, 
7772.904, 9804, 
7772.906, 9804, 
7772.908, 9805, 
7772.91, 9805, 
7772.912, 9805, 
7772.914, 9806, 
7772.916, 9807, 
7772.918, 9807, 
7772.92, 9808, 
7772.922, 9808, 
7772.924, 9809, 
7772.926, 9810, 
7772.928, 9811, 
7772.93, 9812, 
7772.932, 9813, 
7772.934, 9813, 
7772.936, 9814, 
7772.938, 9815, 
7772.94, 9815, 
7772.942, 9816, 
7772.944, 9817, 
7772.946, 9818, 
7772.948, 9819, 
7772.95, 9819, 
7772.952, 9820, 
7772.954, 9820, 
7772.956, 9821, 
7772.958, 9822, 
7772.96, 9823, 
7772.962, 9823, 
7772.964, 9824, 
7772.966, 9824, 
7772.968, 9824, 
7772.97, 9825, 
7772.972, 9826, 
7772.974, 9826, 
7772.976, 9826, 
7772.978, 9827, 
7772.98, 9828, 
7772.982, 9828, 
7772.984, 9828, 
7772.986, 9828, 
7772.988, 9828, 
7772.99, 9828, 
7772.992, 9829, 
7772.994, 9829, 
7772.996, 9829, 
7772.998, 9828, 
7773.0, 9829, 
7773.002, 9830, 
7773.004, 9830, 
7773.006, 9830, 
7773.008, 9830, 
7773.01, 9830, 
7773.012, 9830, 
7773.014, 9830, 
7773.016, 9830, 
7773.018, 9830, 
7773.02, 9831, 
7773.022, 9831, 
7773.024, 9831, 
7773.026, 9831, 
7773.028, 9831, 
7773.03, 9831, 
7773.032, 9832, 
7773.034, 9832, 
7773.036, 9832, 
7773.038, 9832, 
7773.04, 9833, 
7773.042, 9833, 
7773.044, 9833, 
7773.046, 9834, 
7773.048, 9835, 
7773.05, 9835, 
7773.052, 9835, 
7773.054, 9836, 
7773.056, 9836, 
7773.058, 9837, 
7773.06, 9838, 
7773.062, 9838, 
7773.064, 9838, 
7773.066, 9839, 
7773.068, 9840, 
7773.07, 9841, 
7773.072, 9841, 
7773.074, 9842, 
7773.076, 9844, 
7773.078, 9844, 
7773.08, 9845, 
7773.082, 9846, 
7773.084, 9847, 
7773.086, 9848, 
7773.088, 9849, 
7773.09, 9850, 
7773.092, 9851, 
7773.094, 9852, 
7773.096, 9853, 
7773.098, 9854, 
7773.1, 9855, 
7773.102, 9856, 
7773.104, 9856, 
7773.106, 9857, 
7773.108, 9858, 
7773.11, 9859, 
7773.112, 9860, 
7773.114, 9861, 
7773.116, 9863, 
7773.118, 9863, 
7773.12, 9864, 
7773.122, 9865, 
7773.124, 9866, 
7773.126, 9866, 
7773.128, 9867, 
7773.13, 9868, 
7773.132, 9869, 
7773.134, 9869, 
7773.136, 9870, 
7773.138, 9870, 
7773.14, 9871, 
7773.142, 9872, 
7773.144, 9872, 
7773.146, 9874, 
7773.148, 9874, 
7773.15, 9874, 
7773.152, 9875, 
7773.154, 9875, 
7773.156, 9876, 
7773.158, 9876, 
7773.16, 9877, 
7773.162, 9877, 
7773.164, 9877, 
7773.166, 9877, 
7773.168, 9878, 
7773.17, 9878, 
7773.172, 9879, 
7773.174, 9879, 
7773.176, 9879, 
7773.178, 9880, 
7773.18, 9881, 
7773.182, 9880, 
7773.184, 9881, 
7773.186, 9881, 
7773.188, 9881, 
7773.19, 9882, 
7773.192, 9882, 
7773.194, 9882, 
7773.196, 9882, 
7773.198, 9882, 
7773.2, 9882, 
7773.202, 9883, 
7773.204, 9883, 
7773.206, 9883, 
7773.208, 9884, 
7773.21, 9884, 
7773.212, 9884, 
7773.214, 9884, 
7773.216, 9884, 
7773.218, 9884, 
7773.22, 9886, 
7773.222, 9886, 
7773.224, 9886, 
7773.226, 9886, 
7773.228, 9887, 
7773.23, 9887, 
7773.232, 9886, 
7773.234, 9887, 
7773.236, 9887, 
7773.238, 9887, 
7773.24, 9887, 
7773.242, 9887, 
7773.244, 9887, 
7773.246, 9887, 
7773.248, 9887, 
7773.25, 9887, 
7773.252, 9887, 
7773.254, 9887, 
7773.256, 9887, 
7773.258, 9887, 
7773.26, 9887, 
7773.262, 9887, 
7773.264, 9887, 
7773.266, 9886, 
7773.268, 9887, 
7773.27, 9886, 
7773.272, 9886, 
7773.274, 9886, 
7773.276, 9886, 
7773.278, 9886, 
7773.28, 9886, 
7773.282, 9886, 
7773.284, 9885, 
7773.286, 9885, 
7773.288, 9885, 
7773.29, 9884, 
7773.292, 9884, 
7773.294, 9884, 
7773.296, 9884, 
7773.298, 9884, 
7773.3, 9884, 
7773.302, 9883, 
7773.304, 9883, 
7773.306, 9883, 
7773.308, 9882, 
7773.31, 9882, 
7773.312, 9881, 
7773.314, 9881, 
7773.316, 9880, 
7773.318, 9880, 
7773.32, 9880, 
7773.322, 9879, 
7773.324, 9879, 
7773.326, 9879, 
7773.328, 9879, 
7773.33, 9879, 
7773.332, 9878, 
7773.334, 9878, 
7773.336, 9879, 
7773.338, 9878, 
7773.34, 9879, 
7773.342, 9878, 
7773.344, 9878, 
7773.346, 9878, 
7773.348, 9878, 
7773.35, 9879, 
7773.352, 9879, 
7773.354, 9879, 
7773.356, 9879, 
7773.358, 9879, 
7773.36, 9879, 
7773.362, 9879, 
7773.364, 9879, 
7773.366, 9879, 
7773.368, 9879, 
7773.37, 9879, 
7773.372, 9879, 
7773.374, 9880, 
7773.376, 9880, 
7773.378, 9879, 
7773.38, 9879, 
7773.382, 9879, 
7773.384, 9879, 
7773.386, 9879, 
7773.388, 9879, 
7773.39, 9879, 
7773.392, 9878, 
7773.394, 9878, 
7773.396, 9878, 
7773.398, 9878, 
7773.4, 9878, 
7773.402, 9878, 
7773.404, 9878, 
7773.406, 9878, 
7773.408, 9878, 
7773.41, 9879, 
7773.412, 9879, 
7773.414, 9879, 
7773.416, 9879, 
7773.418, 9879, 
7773.42, 9879, 
7773.422, 9879, 
7773.424, 9879, 
7773.426, 9879, 
7773.428, 9880, 
7773.43, 9880, 
7773.432, 9880, 
7773.434, 9880, 
7773.436, 9880, 
7773.438, 9880, 
7773.44, 9879, 
7773.442, 9879, 
7773.444, 9880, 
7773.446, 9879, 
7773.448, 9879, 
7773.45, 9880, 
7773.452, 9880, 
7773.454, 9880, 
7773.456, 9880, 
7773.458, 9880, 
7773.46, 9879, 
7773.462, 9880, 
7773.464, 9879, 
7773.466, 9879, 
7773.468, 9879, 
7773.47, 9879, 
7773.472, 9879, 
7773.474, 9879, 
7773.476, 9879, 
7773.478, 9878, 
7773.48, 9878, 
7773.482, 9878, 
7773.484, 9879, 
7773.486, 9878, 
7773.488, 9878, 
7773.49, 9878, 
7773.492, 9878, 
7773.494, 9878, 
7773.496, 9878, 
7773.498, 9878, 
7773.5, 9878, 
7773.502, 9878, 
7773.504, 9877, 
7773.506, 9877, 
7773.508, 9877, 
7773.51, 9876, 
7773.512, 9876, 
7773.514, 9876, 
7773.516, 9876, 
7773.518, 9875, 
7773.52, 9875, 
7773.522, 9874, 
7773.524, 9874, 
7773.526, 9873, 
7773.528, 9874, 
7773.53, 9874, 
7773.532, 9873, 
7773.534, 9873, 
7773.536, 9873, 
7773.538, 9872, 
7773.54, 9872, 
7773.542, 9871, 
7773.544, 9871, 
7773.546, 9871, 
7773.548, 9871, 
7773.55, 9871, 
7773.552, 9871, 
7773.554, 9871, 
7773.556, 9871, 
7773.558, 9871, 
7773.56, 9871, 
7773.562, 9872, 
7773.564, 9872, 
7773.566, 9872, 
7773.568, 9872, 
7773.57, 9872, 
7773.572, 9873, 
7773.574, 9873, 
7773.576, 9873, 
7773.578, 9874, 
7773.58, 9874, 
7773.582, 9874, 
7773.584, 9875, 
7773.586, 9875, 
7773.588, 9875, 
7773.59, 9875, 
7773.592, 9875, 
7773.594, 9875, 
7773.596, 9876, 
7773.598, 9876, 
7773.6, 9876, 
7773.602, 9876, 
7773.604, 9877, 
7773.606, 9877, 
7773.608, 9877, 
7773.61, 9877, 
7773.612, 9877, 
7773.614, 9877, 
7773.616, 9877, 
7773.618, 9876, 
7773.62, 9876, 
7773.622, 9876, 
7773.624, 9876, 
7773.626, 9875, 
7773.628, 9875, 
7773.63, 9874, 
7773.632, 9874, 
7773.634, 9873, 
7773.636, 9873, 
7773.638, 9872, 
7773.64, 9871, 
7773.642, 9871, 
7773.644, 9870, 
7773.646, 9870, 
7773.648, 9869, 
7773.65, 9869, 
7773.652, 9868, 
7773.654, 9868, 
7773.656, 9867, 
7773.658, 9867, 
7773.66, 9867, 
7773.662, 9866, 
7773.664, 9866, 
7773.666, 9866, 
7773.668, 9866, 
7773.67, 9866, 
7773.672, 9866, 
7773.674, 9866, 
7773.676, 9866, 
7773.678, 9866, 
7773.68, 9866, 
7773.682, 9867, 
7773.684, 9868, 
7773.686, 9868, 
7773.688, 9868, 
7773.69, 9868, 
7773.692, 9868, 
7773.694, 9869, 
7773.696, 9869, 
7773.698, 9869, 
7773.7, 9869, 
7773.702, 9868, 
7773.704, 9868, 
7773.706, 9868, 
7773.708, 9868, 
7773.71, 9868, 
7773.712, 9867, 
7773.714, 9867, 
7773.716, 9867, 
7773.718, 9867, 
7773.72, 9866, 
7773.722, 9866, 
7773.724, 9866, 
7773.726, 9865, 
7773.728, 9865, 
7773.73, 9865, 
7773.732, 9864, 
7773.734, 9864, 
7773.736, 9864, 
7773.738, 9863, 
7773.74, 9863, 
7773.742, 9863, 
7773.744, 9862, 
7773.746, 9862, 
7773.748, 9861, 
7773.75, 9860, 
7773.752, 9860, 
7773.754, 9859, 
7773.756, 9859, 
7773.758, 9859, 
7773.76, 9857, 
7773.762, 9858, 
7773.764, 9857, 
7773.766, 9856, 
7773.768, 9856, 
7773.77, 9856, 
7773.772, 9855, 
7773.774, 9854, 
7773.776, 9853, 
7773.778, 9852, 
7773.78, 9852, 
7773.782, 9851, 
7773.784, 9850, 
7773.786, 9849, 
7773.788, 9848, 
7773.79, 9848, 
7773.792, 9847, 
7773.794, 9846, 
7773.796, 9845, 
7773.798, 9845, 
7773.8, 9845, 
7773.802, 9844, 
7773.804, 9843, 
7773.806, 9843, 
7773.808, 9842, 
7773.81, 9842, 
7773.812, 9842, 
7773.814, 9841, 
7773.816, 9841, 
7773.818, 9840, 
7773.82, 9839, 
7773.822, 9839, 
7773.824, 9838, 
7773.826, 9837, 
7773.828, 9836, 
7773.83, 9835, 
7773.832, 9835, 
7773.834, 9833, 
7773.836, 9832, 
7773.838, 9831, 
7773.84, 9830, 
7773.842, 9828, 
7773.844, 9827, 
7773.846, 9826, 
7773.848, 9823, 
7773.85, 9822, 
7773.852, 9821, 
7773.854, 9819, 
7773.856, 9817, 
7773.858, 9815, 
7773.86, 9813, 
7773.862, 9811, 
7773.864, 9809, 
7773.866, 9807, 
7773.868, 9804, 
7773.87, 9802, 
7773.872, 9800, 
7773.874, 9798, 
7773.876, 9795, 
7773.878, 9793, 
7773.88, 9791, 
7773.882, 9788, 
7773.884, 9786, 
7773.886, 9783, 
7773.888, 9781, 
7773.89, 9778, 
7773.892, 9775, 
7773.894, 9772, 
7773.896, 9769, 
7773.898, 9766, 
7773.9, 9763, 
7773.902, 9760, 
7773.904, 9757, 
7773.906, 9754, 
7773.908, 9750, 
7773.91, 9746, 
7773.912, 9743, 
7773.914, 9740, 
7773.916, 9736, 
7773.918, 9732, 
7773.92, 9727, 
7773.922, 9723, 
7773.924, 9718, 
7773.926, 9714, 
7773.928, 9708, 
7773.93, 9703, 
7773.932, 9698, 
7773.934, 9693, 
7773.936, 9687, 
7773.938, 9681, 
7773.94, 9675, 
7773.942, 9669, 
7773.944, 9662, 
7773.946, 9656, 
7773.948, 9649, 
7773.95, 9642, 
7773.952, 9634, 
7773.954, 9627, 
7773.956, 9619, 
7773.958, 9610, 
7773.96, 9600, 
7773.962, 9591, 
7773.964, 9580, 
7773.966, 9569, 
7773.968, 9558, 
7773.97, 9546, 
7773.972, 9535, 
7773.974, 9523, 
7773.976, 9511, 
7773.978, 9499, 
7773.98, 9484, 
7773.982, 9469, 
7773.984, 9454, 
7773.986, 9438, 
7773.988, 9422, 
7773.99, 9405, 
7773.992, 9388, 
7773.994, 9371, 
7773.996, 9353, 
7773.998, 9333, 
7774.0, 9315, 
7774.002, 9294, 
7774.004, 9275, 
7774.006, 9254, 
7774.008, 9232, 
7774.01, 9208, 
7774.012, 9184, 
7774.014, 9160, 
7774.016, 9135, 
7774.018, 9108, 
7774.02, 9081, 
7774.022, 9055, 
7774.024, 9028, 
7774.026, 8998, 
7774.028, 8969, 
7774.03, 8941, 
7774.032, 8909, 
7774.034, 8879, 
7774.036, 8848, 
7774.038, 8817, 
7774.04, 8785, 
7774.042, 8753, 
7774.044, 8723, 
7774.046, 8690, 
7774.048, 8659, 
7774.05, 8628, 
7774.052, 8598, 
7774.054, 8567, 
7774.056, 8535, 
7774.058, 8504, 
7774.06, 8470, 
7774.062, 8437, 
